id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
13288540,https://www.airbnb.com/rooms/13288540,20250923203019,2025-09-24,previous scrape,(D)Estudio Acogedor  5 min Playa Las Arenas,"Studio located on the ground floor, it is 500 meters from Las Arenas beach in the Cabañal neighborhood, very well connected with public transport to the City of Arts and Sciences and the historic center. <br />Equipped with all types of amenities.<br />Our accommodation is good for couples, adventurers, and families (with children).","The studio is in a quiet neighborhood, very well located: <br />• 4 minutes walk from Mercado del Cabañal, it is a traditional market with fresh produce such as meats, sausages, cheeses, pickles, fruit and vegetables...<br />• A 5-minute walk from the beach and the port's leisure area.<br />• 15 min. by bus from the City of Arts and Sciences.<br />• 20 min. by bus from the city center and main shopping area (calle Colón and surroundings)<br /><br />All services on the street: pharmacy, supermarkets, banks, bars, urban transport...",https://a0.muscache.com/pictures/ae75988d-07d8-47b3-8ab7-a6b23c771352.jpg,46653491,https://www.airbnb.com/users/show/46653491,Carlos Y Nerea,2015-10-15,"Valencia, Spain","Hola! Somos una pareja de Valencia, nos encanta viajar por todo el mundo, por eso estaremos encantados de recibiros en nuestra casa. 
Hablamos español y un poco inglés e italiano, intentaremos facilitaros toda la información necesaria para que aprovechéis vuestra estancia al máximo. 
Os esperamos en Valencia!

Sleep and Feel",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/8b297e60-29c9-4d35-bd38-4cd0655e6e30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8b297e60-29c9-4d35-bd38-4cd0655e6e30.jpg?aki_policy=profile_x_medium,Camins al Grau,5,5,"['email', 'phone']",t,t,"Valencia, Comunidad Valenciana, Spain",CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.4676,-0.32904,Entire rental unit,Entire home/apt,4,,1 bath,,,"[""Private backyard"", ""Hot water kettle"", ""Single level home"", ""Essentials"", ""Oven"", ""Washer"", ""Cleaning products"", ""42 inch TV"", ""Long term stays allowed"", ""Body soap"", ""Freezer"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Stove"", ""Heating"", ""Coffee maker"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Luggage dropoff allowed"", ""Clothing storage: closet"", ""High chair"", ""Beach access"", ""Room-darkening shades"", ""Crib"", ""Lockbox"", ""Iron"", ""Kitchen"", ""Microwave"", ""Window guards"", ""Toaster"", ""Free street parking"", ""Hair dryer"", ""Self check-in"", ""Shower gel"", ""Laundromat nearby"", ""Hangers"", ""Air conditioning"", ""Private entrance"", ""Pocket wifi"", ""Drying rack for clothing"", ""Shampoo"", ""Bed linens"", ""Refrigerator""]",,10,365,11,11,365,365,11.0,365.0,,t,6,6,6,6,2025-09-24,228,9,0,6,32,180,,2016-07-26,2025-08-18,4.81,4.83,4.9,4.94,4.93,4.73,4.71,VT-46792-V,t,3,3,0,0,2.04
13294514,https://www.airbnb.com/rooms/13294514,20250923203019,2025-09-24,city scrape,Cómodo y luminoso.Muy bien ubicado. LT VT-42237-,"My accommodation is good for couples, business travelers, families with children. My Community does not allow me to admit groups of friends under 25 years old., Only 1km from the city of sciences and 3km from the historic center.<br />2.5 km from Malvarrosa beach.<br />Tourist occupancy license VT 42237V.","Very well connected, cheerful,with all kinds of  shops and market,very close to the center, the beach, the city of sciences and the Oceanographic, the latter located in the old river of Valencia ,completely landscaped, just 8 minutes walk.<br />Coffee shops and pleasant terraces for breakfast and cheap food.<br />Theater at 500 meters with sessions for children and adults.<br />Babel Cinemas at 500 mts.<br />Metro stop at 600 mts, approx direct to the airport.<br />Health center in parallel street.",https://a0.muscache.com/pictures/339cf212-835d-4529-af81-323207773481.jpg,75034575,https://www.airbnb.com/users/show/75034575,Vicen,2016-05-31,,"",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/f5f95357-51a0-4693-b6cd-78b18c5efb3f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5f95357-51a0-4693-b6cd-78b18c5efb3f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Valencia, Comunidad Valenciana, Spain",ALBORS,CAMINS AL GRAU,39.46793,-0.35183,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,4,"[""TV"", ""Private patio or balcony"", ""Host greets you"", ""Essentials"", ""Oven"", ""Washer"", ""Cleaning products"", ""Coffee maker: drip coffee maker"", ""Long term stays allowed"", ""Body soap"", ""Elevator"", ""Hot water"", ""Baby bath - available upon request"", ""Dishes and silverware"", ""Bidet"", ""Wifi"", ""Dishwasher"", ""First aid kit"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Ceiling fan"", ""Other gas stove"", ""Clothing storage: closet"", ""Beach access"", ""Wine glasses"", ""Room-darkening shades"", ""Iron"", ""Coffee"", ""Kitchen"", ""Microwave"", ""Toaster"", ""Free street parking"", ""Hair dryer"", ""Window AC unit"", ""Extra pillows and blankets"", ""Blender"", ""Shower gel"", ""Laundromat nearby"", ""Hangers"", ""Central heating"", ""Dining table"", ""Drying rack for clothing"", ""Books and reading material"", ""Shampoo"", ""Bed linens"", ""Refrigerator""]",$99.00,5,10,2,5,10,10,4.9,10.0,,t,4,9,9,139,2025-09-24,127,15,2,9,21,150,14850,2016-07-26,2025-09-12,4.74,4.84,4.79,4.88,4.92,4.76,4.62,ESFCTU000046061000213663000000000000000000VT-42237-V2,f,1,1,0,0,1.14
13330981,https://www.airbnb.com/rooms/13330981,20250923203019,2025-09-23,city scrape,"Precioso apartamento en Valencia, para 4 px. WIFI.","Beautiful flat- aparment for 4 people very comfortable and cozy. To stay as long as you want to. The apartment has a spacious living room with kitchen, a large picture window and two armchairs that you'll be able to use as your reading area, or if you prefer, you can watch the 48'' TV or surf the internet. Their two double bedroom have beds of 160 cm. The flat is completely soundproofed.","The neighborhood is very quiet and diverse. Every Wednesday morning, you'll be able to visit the biggest market in Valencia with lots of  stalls where shoes, bags and accesories are sold. Not very far from the apartment you could fill your pantry with fresh vegetables, fruit, meat and fish at the market of Castilla. The West Park is a very nice place to go for a walk and it has an open swimming pool during summer season. This flat is placed just between the Local Police and the Hospital. It is very close from the Bioparc, Cabecera park and the gardens of the what one day was the Turia River, where you'll be able to do sport, rent bycicles and it is perfect for people who enjoy other kind of open- air activities.",https://a0.muscache.com/pictures/hosting/Hosting-13330981/original/64032a5b-167c-4c3b-9a6f-8985c906c2ae.jpeg,7872789,https://www.airbnb.com/users/show/7872789,Carolina,2013-08-01,"Valencia, Spain","Hola, somos Carolina & Carolina mama e hija. Juntas gestionamos dos pisos turisticos en Valencia y otra magnífica propiedad para media estancia, ideal para nómadas digitales, movilidad laboral, expatriados, emprendedores... Todos sois bien venidos.
-Carol hija, me comunico tanto en inglés como en español.
-Carol madre, solo me comunico en español.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/af6c5785-990a-4a4f-9278-fb520983a652.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/af6c5785-990a-4a4f-9278-fb520983a652.jpg?aki_policy=profile_x_medium,L'Olivereta,3,3,"['email', 'phone']",t,t,"Valencia, Comunidad Valenciana, Spain",TRES FORQUES,L'OLIVERETA,39.46748,-0.39887,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Hot water kettle"", ""Single level home"", ""Host greets you"", ""Essentials"", ""Cleaning products"", ""Body soap"", ""TV with standard cable"", ""AC - split type ductless system"", ""Freezer"", ""Hot water"", ""Other electric stove"", ""Dishes and silverware"", ""Elevator"", ""Clamp on table seat high chair"", ""Wifi"", ""Smoke alarm"", ""Heating"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Cooking basics"", ""Ceiling fan"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Wine glasses"", ""Room-darkening shades"", ""Iron"", ""Kitchen"", ""Microwave"", ""Toaster"", ""Free street parking"", ""Hair dryer"", ""Washer \u2013\u00a0In unit"", ""Extra pillows and blankets"", ""Shower gel"", ""Hangers"", ""Dining table"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Shampoo"", ""Bed linens"", ""Refrigerator""]",$83.00,3,11,2,5,11,11,3.0,11.0,,t,3,15,34,265,2025-09-23,346,35,3,38,32,210,17430,2016-07-03,2025-09-13,4.9,4.92,4.96,4.95,4.97,4.55,4.82,VT-037172-V,f,3,3,0,0,3.08
13356263,https://www.airbnb.com/rooms/13356263,20250923203019,2025-09-23,city scrape,"Habitación ""Jardín del Turia""","Quiet and cozy room on the first floor next to the Turia gardens that are the backbone of the city, a reference and green lung; where you can walk, ride a bicycle, run a beautiful circuit for runners, do different sports and enjoy the S. Calatrava constructions.<br />Different types of public transportation. <br />Sports complex, library, small shops and supermarkets very close by. <br />Ten minutes from downtown on foot.","The house is located in a quiet neighborhood with all kinds of services and transportation: Bus and metro. It's not an exclusive neighborhood, but having the Turia Gardens nearby makes it special. <br />Next to the house, there is a cultural-sports complex where you can practice different types of activities: Swimming, gym... As well as a public library. You can shop at the nearby supermarkets: Mercadona, Consum, and Suma.<br />You also have a shopping mall with a Carrefour 5-10 minutes away and a Decathlon store.<br />Downtown is about a ten-minute walk away.",https://a0.muscache.com/pictures/miso/Hosting-13356263/original/44b5ce97-6474-4110-8b73-4cb1647055ed.jpeg,75528267,https://www.airbnb.com/users/show/75528267,Carlos,2016-06-03,"Valencia, Spain","Soy instructor de meditación, me gusta cocinar, las motos y la música. He estudiado bellas artes y durante treinta años trabajé en un banco. Todo esto no lo entiendo ni yo mismo... 
Vivo a cincuenta metros del parque más bonito de Valencia: ""Los jardines del Turia"". 
Nuestra casa es acogedora. De vez en cuando me acompañan mi hijo Lucas de 25 años. 
No permito el acceso al apartamento de acompañantes del huésped.
Mi objetivo: ¡Qué seamos felices!",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/d4f932d2-d782-4f14-8f63-f2b5e8d0d0f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d4f932d2-d782-4f14-8f63-f2b5e8d0d0f4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Valencia, Comunidad Valenciana, Spain",NOU MOLES,L'OLIVERETA,39.47381,-0.39786,Private room in rental unit,Private room,1,2.0,2 baths,1,1,"[""Host greets you"", ""Essentials"", ""Oven"", ""Lock on bedroom door"", ""Washer"", ""Long term stays allowed"", ""Elevator"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Smoke alarm"", ""HDTV with Netflix"", ""Heating"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Breakfast"", ""Central air conditioning"", ""Shared patio or balcony"", ""Beach access"", ""Iron"", ""Kitchen"", ""Microwave"", ""Hair dryer"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Hangers"", ""Pocket wifi"", ""Outdoor dining area"", ""Shared backyard \u2013 Fully fenced"", ""Shampoo"", ""Bed linens"", ""Refrigerator""]",$43.00,2,365,2,2,365,365,2.0,365.0,,t,0,9,32,207,2025-09-23,239,33,2,36,37,198,8514,2016-09-21,2025-09-06,4.97,4.99,4.93,4.98,5.0,4.85,4.97,,f,1,0,1,0,2.18
13405972,https://www.airbnb.com/rooms/13405972,20250923203019,2025-09-24,city scrape,CENTRAL TRIPLEX ATTIC WITH TERRACE & VIEWS / WIFI,"Central and bright 2 bedroom tri-level attic penthouse located in ‘La Seu’ neighbourhood (Old Town) steps away from the Cathedral and walking distance to all major attractions, featuring a splendid terrace with privileged views of the 'Miguelete' cathedral tower. Well connected with several bus and metro stops in walking distance. Ideal for families, or couples, looking for a memorable holiday in the very heart of Valencia. WiFi High-Speed Internet connection (500 MB Fiber Optic).","My home is located in “La Seu” neighbourhood, in the old city centre. It’s a historic neighborhood, which grew on the space between the Valencian Muslim wall from the 11th century and the Christian wall from the 14th century. It is distinguished by its medieval-style narrow streets, short old buildings and lots of local color. Strolling around and getting lost is a pretty exciting experience here! ;-)<br /><br />The area surrounding the apartment (neighbourhoods of El Carmen, La Seu, La Xerea, El Mercat) is full of cafes, restaurants, bars and small shops. Don’t miss visiting the “pop up stores” at the trendy Tapineria Market, just steps away from the apartment!<br /><br />For groceries, the Valencian Central Market, considered one of Europe's largest and oldest running fresh produce markets, is just 3 minutes away: there you will find the best fresh food you can find in the city: vegetables, fish, seafood, meat, cheese, dried fruit, olives, bakery…400 stalls and more than 8,000 m² ins",https://a0.muscache.com/pictures/miso/Hosting-13405972/original/5811ca3b-a49e-4f81-b15d-139ab2e7382b.jpeg,74096093,https://www.airbnb.com/users/show/74096093,Konstantin,2016-05-26,"Stuttgart, Germany","We are huge lovers of this vibrant and exciting Mediterranean city. 

We enjoy meeting people from every walk of life and nationality, introducing them to the best of this wonderful city, and making their stay as memorable as possible. 

We hope to welcome you soon!
",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/1ac7e578-53d1-4fde-afdf-4dcaae156d2d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1ac7e578-53d1-4fde-afdf-4dcaae156d2d.jpg?aki_policy=profile_x_medium,Ciutat Vella,3,4,"['email', 'phone']",t,t,"Valencia, Comunidad Valenciana, Spain",LA SEU,CIUTAT VELLA,39.47615,-0.37728,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,2,"[""Hot water kettle"", ""TV"", ""Private patio or balcony"", ""Essentials"", ""Oven"", ""Washer"", ""Cleaning products"", ""Long term stays allowed"", ""Body soap"", ""AC - split type ductless system"", ""Freezer"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Dishwasher"", ""Stove"", ""Heating"", ""Coffee maker"", ""Cooking basics"", ""Bread maker"", ""Wine glasses"", ""Iron"", ""Kitchen"", ""Microwave"", ""Toaster"", ""Hair dryer"", ""Shower gel"", ""Hangers"", ""Drying rack for clothing"", ""Shampoo"", ""Bed linens"", ""Refrigerator""]",$186.00,1,365,2,5,10,10,4.4,10.0,,t,8,20,44,271,2025-09-24,266,33,3,47,27,198,36828,2016-07-11,2025-09-09,4.68,4.77,4.68,4.86,4.9,4.95,4.58,ESFCTU000046055000318190000000000000000000VT-45359-V2,t,3,3,0,0,2.37
13423043,https://www.airbnb.com/rooms/13423043,20250923203019,2025-09-23,city scrape,Habitación con baño privado (mínimo 11 días),"Outdoor room. Double bed 1.50 m x 1.90m. Full bathroom with a tub. Kitchen/dining room with TV and single fridge for guests. 15 min. from Centro and 10 min. from the City of Sciences. McDonalds, Supermercado, Gasolinera y Parada de Buses Urbanos, in front of the house.<br /><br />To arrive from the airport take the metro line 3, exit at Nueve Octubre and take the 99 bus. <br /><br />The house key costs €60 if lost.<br /><br />Read House rules.<br />""Read rules of house""","Quiet and well communicated. Hospital, McDnalds, Supermecado, Bus Stop, and Gas Station next to the house.",https://a0.muscache.com/pictures/f759e7b8-5a0d-48a7-be91-dc41971ef4ee.jpg,30276642,https://www.airbnb.com/users/show/30276642,Jose Luis,2015-03-30,"Valencia, Spain","Soy tranquilo, educado, simpático y que ayudará en todo lo que pueda. Me encanta la limpieza, el orden y los buenos olores. ",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/2a772723-cd53-4036-92a1-d75c6d7c17b4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2a772723-cd53-4036-92a1-d75c6d7c17b4.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Valencia, Comunidad Valenciana, Spain",LA FONTETA S.LLUIS,QUATRE CARRERES,39.44699,-0.36854,Private room in rental unit,Private room,2,1.0,1 private bath,1,1,"[""Host greets you"", ""Essentials"", ""Siemens stainless steel double oven"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Body soap"", ""Elevator"", ""Hot water"", ""Dishes and silverware"", ""Bidet"", ""Sound system"", ""Dishwasher"", ""Smoke alarm"", ""City skyline view"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Shared patio or balcony"", ""40 inch HDTV with standard cable"", ""Room-darkening shades"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Kitchen"", ""Clothing storage"", ""Microwave"", ""Toaster"", ""Hair dryer"", ""Free street parking"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Dining table"", ""Pocket wifi"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Shared backyard \u2013 Fully fenced"", ""Wifi \u2013 28 Mbps"", ""Shampoo"", ""Bed linens"", ""Refrigerator""]",$30.00,11,365,11,11,365,365,11.0,365.0,,t,0,1,23,180,2025-09-23,153,6,1,26,27,132,3960,2016-06-29,2025-08-26,4.73,4.73,4.88,4.78,4.7,4.43,4.66,ESHFNT00004605900002441900100000000000000000000000001,f,1,0,1,0,1.36
13430117,https://www.airbnb.com/rooms/13430117,20250923203019,2025-09-24,city scrape,Beautiful & large flat in the center of Valencia,"Lovely flat with high ceilings and special and tipical valencian floor recently remodeled to make your stay as comfortable and economical as possible. It is ideal for couples, friends, business travelers, families with or without children and large groups. Licence Number VT-37872-V","Valencia city center, it is surrounded by plenty of entertainment venues: shops, bars, restaurants, pubs, tourist attractions, markets, supermarkets, parks, old monuments....moreover, it is 15 minutes to the beach by metro.",https://a0.muscache.com/pictures/23ff2556-663e-400b-b2bb-49d44492b9fb.jpg,76578579,https://www.airbnb.com/users/show/76578579,Carlos,2016-06-08,"Valencia, Spain","Somos Carlos Y Ana, una pareja joven de Valencia. Carlos se dedica al mundo de los eventos y trabaja para una gran marca de bebida. Ana es Ingeniera y trabaja en la Universidad. Nos gusta salir con nuestros amigos, estar con la familia, disfrutar con nuestros sobrinos pequeños, pasar tiempo con nuestro perrito Tommy, practicar deportes y mas concretamente el padel. Nos acabamos de embarcar en este nuevo proyecto de ofrecer una casa y abrir sus puertas para todas aquellas personas que les apetezca disfrutar de una maravillosa ciudad como es Valencia. Nos gusta mucho viajar por lo que sabemos el tipo de necesidades que le gusta a la gente cuando viaja y esperamos estar a la altura de las circunstancias ofreciendo todo aquello que a nosotros nos gusta tener cuando viajamos.

We are Carlos and Ana, a young couple from Valencia. Carlos is event manager and works for a famous beverage company. Ana is Telecommunication Engineer and works at the University. We like going out with friends, being with family, enjoying our little nephews, spending time with our little dog Tommy, playing sports and more specifically the paddle. We are just embarking on this new project to offer a home and open its doors to anyone who whises to enjoy a wonderful city as Valencia. We love traveling so we know the kind of needs that likes people when are travellig. We really hope to rise the occasion in giving everything that we like to have when we travel.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/74ce9155-da06-4007-b539-5b9044655094.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/74ce9155-da06-4007-b539-5b9044655094.jpg?aki_policy=profile_x_medium,Ciutat Vella,1,1,"['email', 'phone']",t,t,"Valencia, Comunidad Valenciana, Spain",EL MERCAT,CIUTAT VELLA,39.4733,-0.37633,Entire rental unit,Entire home/apt,8,1.5,1.5 baths,4,5,"[""TV"", ""Private patio or balcony"", ""Single level home"", ""Essentials"", ""Oven"", ""Host greets you"", ""Washer"", ""Long term stays allowed"", ""Elevator"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Dishwasher"", ""Stove"", ""Heating"", ""First aid kit"", ""Coffee maker"", ""Cooking basics"", ""High chair"", ""Room-darkening shades"", ""Crib"", ""Lockbox"", ""Iron"", ""Smoking allowed"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Hangers"", ""Pets allowed"", ""Dedicated workspace"", ""Shampoo"", ""Refrigerator""]",$600.00,5,1124,5,5,1125,1125,5.0,1125.0,,t,0,0,0,0,2025-09-24,94,1,0,0,3,10,6000,2016-06-27,2024-09-24,4.78,4.88,4.8,4.94,4.97,4.96,4.75,VT-37872-V,t,1,1,0,0,0.84
13525080,https://www.airbnb.com/rooms/13525080,20250923203019,2025-09-23,city scrape,Habitación de matrimonio privada confortable.,"Comfortable marriage room in the central apartment of valencia bus, train, ave, worth bikes, 15 minutes walking to the city of arts and sciences 10 minutes by car to the beach, 5 minutes shopping malls, parks area","it is located in the center of valencia quiet place close to leisure areas, shopping malls,the beach,parks close to the area.",https://a0.muscache.com/pictures/2a0c3130-116d-4093-8267-51aeb570a43f.jpg,51685366,https://www.airbnb.com/users/show/51685366,Patricia,2015-12-18,"Valencia, Spain",Somos una familia acogedora que se esfuerza por brindar una experiencia placentera y hogareña a nuestros huéspedes.,within an hour,100%,50%,f,https://a0.muscache.com/im/pictures/user/fc790c12-e0df-4b3e-b6a4-f1d64d1c6297.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fc790c12-e0df-4b3e-b6a4-f1d64d1c6297.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Valencia, Comunidad Valenciana, Spain",RUSSAFA,L'EIXAMPLE,39.4583,-0.37586,Private room in rental unit,Private room,1,1.0,1 shared bath,1,1,"[""Wifi"", ""First aid kit"", ""Smoking allowed"", ""Elevator""]",$93.00,1,6,1,1,6,6,1.0,6.0,,t,29,59,84,359,2025-09-23,1,0,0,94,0,0,0,2016-08-15,2016-08-15,4.0,5.0,5.0,3.0,5.0,4.0,3.0,,f,1,0,1,0,0.01
13527624,https://www.airbnb.com/rooms/13527624,20250923203019,2025-09-23,city scrape,Sweet Caroline,"Apartment in front of the Fé Nuova de Valencia, at the entrance of Alicante, a apartment just 10 minutes from the City of Artes and Airport Sciences, the fair recital and L;Alqueria del Basket. On the same farm ,there is a bus stop,which takes you to the center of Valencia,and even to the Arts and Sciences, close to shops,bars, supermarkets, pharmacy, and bakery<br />Large apartment, very bright, with private parking under the building,(upon reservation )it is charged separately,","Fully remodeled neighborhood,with spacious garden areas,a great walk to get lost,and enjoy the Mediterranean climate",https://a0.muscache.com/pictures/5c5edc79-bccc-44ab-982c-0ba251cbe858.jpg,66584893,https://www.airbnb.com/users/show/66584893,Maria Jesus,2016-04-10,"Valencia, Spain","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/8191847d-54b9-4da7-b8ae-accbd8de7844.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8191847d-54b9-4da7-b8ae-accbd8de7844.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Valencia, Comunidad Valenciana, Spain",MALILLA,QUATRE CARRERES,39.44767,-0.3706,Entire rental unit,Entire home/apt,5,2.0,2 baths,3,4,"[""TV"", ""Essentials"", ""Paid parking garage on premises"", ""Wifi"", ""Hangers"", ""Air conditioning"", ""Washer"", ""Iron"", ""Heating"", ""First aid kit"", ""Kitchen"", ""Shampoo"", ""Elevator"", ""Hair dryer""]",$195.00,1,15,1,3,1125,1125,1.5,1125.0,,t,17,41,67,334,2025-09-23,56,2,0,77,1,12,2340,2016-06-27,2025-07-27,4.8,4.88,4.8,4.82,4.91,4.59,4.76,,f,1,1,0,0,0.50
13528151,https://www.airbnb.com/rooms/13528151,20250923203019,2025-09-23,city scrape,Good Ubication!!  University zone,This is a very good room for the ubication is very near at the center only 15 min walking and very near at the beach 20 min Walking u have one supermarket in this same street and there are many bars and pubs because the flat is in university zone,,https://a0.muscache.com/pictures/ac4c09a0-9293-41f4-912b-dbc3cc7ddeca.jpg,54456733,https://www.airbnb.com/users/show/54456733,Miguel,2016-01-13,"Valencia, Spain","",within an hour,98%,70%,f,https://a0.muscache.com/im/pictures/user/efa0197b-cb46-417f-a676-05d5971ee6c2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/efa0197b-cb46-417f-a676-05d5971ee6c2.jpg?aki_policy=profile_x_medium,Pla del Real,3,4,"['email', 'phone']",t,t,,MESTALLA,EL PLA DEL REAL,39.47234,-0.35455,Private room in rental unit,Private room,1,1.0,1 bath,1,1,"[""Dishes and silverware"", ""Essentials"", ""Wifi"", ""Washer"", ""Cooking basics"", ""Kitchen"", ""Microwave"", ""Refrigerator"", ""Elevator"", ""Hot water""]",$35.00,1,5,1,1,5,5,1.0,5.0,,t,25,55,82,357,2025-09-23,287,39,6,92,70,234,8190,2016-06-27,2025-09-18,4.64,4.78,4.32,4.91,4.9,4.76,4.69,,f,3,0,3,0,2.55
13536223,https://www.airbnb.com/rooms/13536223,20250923203019,2025-09-23,city scrape,Apartamento con encanto en el corazón de Valencia,"A light-filled apartment located in a very centric area, surrownded by tapas bars and restaurants. 80m2. Free WIFI. Air conditioning. 3th floor (lift). Historic centre 10 min walking.  Metro 5 min. Bus  to the beach 2 min - takes 20 min to reach.  El Corte Inglés & Mall 5 minutes away.  Supermarkets 1 min.  English <br />Nº Registro VT-38077-V.<br />ESFCTU000046059000598224000000000000000000VT-38077-V7.","A wedge-shaped grid of streets just to the east of the city center, the upscale barrio of Gran Via is popular during the day for its restaurants. Most Valencians refer to the neighborhood as “Canovas,” after the circular plaza which serves as its unofficial entrance.<br />Canovas is a beautiful neighborhood with stately old buildings and an abundance of wonderful restaurants",https://a0.muscache.com/pictures/9eac9347-88c2-4cca-ad49-4ee33224743d.jpg,77852210,https://www.airbnb.com/users/show/77852210,Elisa,2016-06-15,"Valencia, Spain","Me encanta viajar, por lo que soy consciente de la importancia de encontrar un buen alojamiento y  un mejor anfitrión  :)",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/235b0ac4-0b40-4e80-8eab-7178fca3e037.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/235b0ac4-0b40-4e80-8eab-7178fca3e037.jpg?aki_policy=profile_x_medium,L'Eixample,1,1,"['email', 'phone']",t,t,"Valencia, Comunidad Valenciana, Spain",LA GRAN VIA,L'EIXAMPLE,39.46648,-0.36583,Entire rental unit,Entire home/apt,5,1.0,1 bath,3,4,"[""TV"", ""Private patio or balcony"", ""Host greets you"", ""Essentials"", ""Children\u2019s dinnerware"", ""AC - split type ductless system"", ""Hot water"", ""Dishes and silverware"", ""Baby bath"", ""Wifi"", ""Dishwasher"", ""Stove"", ""Heating"", ""Coffee maker"", ""Cooking basics"", ""High chair"", ""Crib"", ""Iron"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""Hangers"", ""Free washer \u2013 In unit"", ""Paid parking off premises"", ""Shampoo"", ""Bed linens"", ""Refrigerator""]",$144.00,3,90,3,5,1125,1125,3.0,1125.0,,t,4,14,37,55,2025-09-23,394,49,4,39,45,255,36720,2016-07-25,2025-09-20,4.97,4.97,4.98,5.0,4.99,4.95,4.95,VT-38077-V,f,1,1,0,0,3.53
